,card,reports,age,income,expenditure,owner,selfemp,dependents,months,majorcards,active,target
370,1,0,47.08333,4.5,523.125,1,0,0,3,1,13.0,0.0
371,0,0,24.83333,2.8,0.0,0,0,0,12,1,7.0,0.0
372,0,0,32.16667,2.8,0.0,1,0,3,106,1,11.0,0.0
373,1,0,33.08333,4.5,391.4175,0,0,1,36,1,2.0,0.0
374,1,0,45.0,3.8,99.10333,1,0,1,90,1,3.0,1.0
375,0,0,32.83333,5.0,0.0,0,1,0,14,1,0.0,0.0
376,1,0,23.33333,2.7,379.2983,0,0,0,2,1,0.0,0.0
377,0,0,25.16667,2.5,0.0,0,1,1,30,1,18.0,0.0
378,1,0,26.58333,3.2,398.8508,1,0,2,12,1,0.0,0.0
379,1,0,22.91667,1.92,34.09167,1,0,2,12,1,21.0,1.0
380,1,0,45.66667,2.308,423.1267,0,0,1,94,1,5.0,0.0
381,0,0,29.16667,1.7,0.0,0,0,1,28,1,0.0,0.0
382,1,0,48.91667,3.0,241.4233,1,0,2,120,1,3.0,0.0
383,1,0,39.75,2.45,145.7192,1,0,3,38,1,8.0,1.0
384,1,0,20.08333,3.4,0.9166667,0,0,0,15,1,0.0,1.0
385,1,0,32.91667,2.5,512.0125,0,0,1,6,1,9.0,0.0
386,1,0,39.66667,3.0,318.51,1,0,0,72,1,9.0,0.0
387,1,0,26.83333,3.15,189.6842,0,0,0,6,1,0.0,1.0
388,1,0,27.25,3.5,194.4667,0,0,0,6,1,0.0,1.0
389,1,0,19.58333,1.8,182.6092,0,0,0,12,1,0.0,0.0
390,1,0,24.08333,2.25,297.0317,0,0,1,10,1,9.0,0.0
391,1,0,22.83333,2.0,37.97417,0,0,0,25,1,11.0,1.0
392,1,0,27.08333,4.1,395.585,1,0,2,41,1,14.0,0.0
393,1,0,23.83333,2.97,204.5367,0,0,0,4,1,7.0,1.0
394,1,0,41.66667,5.5,148.3725,1,0,3,9,1,0.0,1.0
395,1,0,27.25,3.15,170.4667,1,0,2,24,1,9.0,1.0
396,1,0,46.5,3.5,122.9292,0,1,2,48,1,1.0,1.0
397,1,0,21.08333,1.5344,4.583333,0,0,0,14,1,11.0,1.0
398,1,0,32.33333,5.1,430.6925,1,0,0,38,1,10.0,0.0
399,1,0,22.58333,2.25,20.08333,0,0,0,12,1,4.0,1.0
400,1,0,25.58333,3.41,17.785,1,0,1,7,1,6.0,1.0
401,1,0,35.25,3.7,376.6342,1,0,1,12,1,0.0,0.0
402,0,0,34.58333,3.4,0.0,0,0,0,12,1,0.0,0.0
403,1,0,35.75,4.14,474.065,1,0,0,12,1,18.0,0.0
404,0,0,38.25,4.8,0.0,1,0,1,42,1,6.0,0.0
405,1,0,34.75,6.634375,293.0658,1,0,3,3,1,0.0,1.0
406,1,0,28.75,6.634375,615.7145005,1,1,0,12,1,5.0,0.0
407,1,0,29.16667,2.2,69.79333,0,0,0,49,1,7.0,1.0
408,0,0,28.58333,2.06,0.0,1,0,0,31,1,12.0,0.0
409,0,0,22.08333,1.536,0.0,0,0,0,12,1,3.0,0.0
410,0,0,36.5,4.0,0.0,1,0,0,28,1,12.0,0.0
411,1,0,43.83333,6.634375,8.75,1,0,4,162,1,16.0,1.0
412,1,0,32.0,3.05,127.4725,0,0,0,62,1,10.0,1.0
413,1,0,56.91667,3.4838,182.0958,1,0,0,162,1,7.0,1.0
414,1,0,24.33333,3.0,6.145833,1,0,2,18,1,6.0,1.0
415,1,0,34.58333,5.1,412.1867,1,0,4,3,1,0.0,0.0
416,1,0,53.0,2.45,35.675,1,0,0,3,1,11.0,1.0
417,1,0,31.16667,2.0,205.9358,1,0,1,42,1,6.0,0.0
418,1,0,54.08333,4.0,43.97417,1,0,1,162,1,13.0,1.0
419,1,0,45.83333,3.48,188.105,1,1,1,16,1,21.0,1.0
420,1,0,20.83333,2.0,7.083333,1,1,0,18,1,3.0,1.0
421,1,0,27.33333,2.15,484.4392,0,0,0,6,1,12.0,0.0
422,0,0,37.58333,4.475,0.0,0,0,2,60,1,15.0,0.0
423,1,0,33.25,1.7,8.778334,0,0,0,146,1,17.0,1.0
424,1,0,28.08333,3.0,174.925,0,0,0,18,1,11.0,1.0
425,1,0,27.16667,2.3558,21.33333,1,0,2,6,1,5.0,1.0
426,1,0,50.0,4.5,360.995,1,0,2,162,1,11.0,0.0
427,1,0,48.33333,3.7,114.6017,1,0,2,162,1,7.0,1.0
428,1,0,25.25,5.5,113.2958,1,1,0,16,1,0.0,1.0
429,1,0,30.75,3.374,33.5075,1,0,0,10,1,9.0,1.0
430,1,0,60.41667000000001,5.5,93.625,1,0,1,162,1,15.0,1.0
431,0,0,32.33333,6.0,0.0,1,0,4,18,1,4.0,0.0
432,1,0,28.41667,6.634375,415.8058,1,0,0,14,1,0.0,1.0
433,1,0,28.91667,2.75,615.7145005,1,0,1,3,1,3.0,0.0
434,1,0,4.416669999999993,2.5,173.0233,0,0,0,150,1,5.0,1.0
435,1,0,25.66667,2.0,7.416667,0,0,0,26,1,13.0,1.0
436,1,0,21.91667,2.6875,165.93,0,0,3,85,1,12.0,1.0
437,1,0,27.16667,2.6796,15.58333,0,0,4,36,1,4.0,1.0
438,1,0,22.5,1.8,178.9158,0,0,0,6,1,2.0,0.0
439,1,0,25.33333,1.56,44.9425,0,0,1,12,1,0.0,1.0
440,1,0,20.16667,1.5,149.5508,0,0,0,3,1,3.0,0.0
441,1,0,25.0,1.8804,3.75,0,0,0,4,1,5.0,1.0
442,0,0,36.58333,2.52,0.0,1,0,0,77,1,9.0,0.0
443,1,0,19.66667,2.2348,82.92084,0,0,0,133,1,5.0,1.0
444,0,0,31.25,1.78,0.0,0,0,0,14,1,0.0,0.0
445,1,0,29.08333,4.01,8.333333,0,0,0,120,1,15.0,1.0
446,1,0,51.58333,6.634375,615.7145005,1,0,1,120,1,21.0,0.0
447,1,0,31.5,1.6,300.4608,0,0,0,6,1,8.0,0.0
448,1,0,46.5,5.0,112.9167,1,0,1,7,1,7.0,1.0
449,1,0,24.66667,2.275,94.145,1,0,2,31,1,6.0,1.0
450,1,0,54.75,3.4,215.4392,0,0,1,12,1,7.0,1.0
451,1,0,21.41667,1.75,35.16833,1,0,0,131,1,3.0,1.0
452,1,0,27.08333,3.25,22.4625,1,0,0,48,1,6.0,1.0
453,1,0,45.08333,3.9,294.58,0,0,0,120,1,12.0,0.0
454,0,0,35.91667,1.85,0.0,0,0,0,62,1,0.0,0.0
455,1,0,40.91667,4.0,10.29083,1,0,1,84,1,9.0,1.0
456,1,0,54.5,4.3,615.7145005,1,0,1,120,1,6.0,0.0
457,1,0,28.16667,3.5,326.5667,1,0,2,48,1,7.0,0.0
458,1,0,34.08333,6.634375,615.7145005,1,1,3,36,1,15.0,0.0
459,1,0,30.0,4.0,170.1808,1,0,5,28,1,7.0,1.0
460,1,0,33.91667,2.0,615.7145005,0,0,0,12,1,5.0,0.0
461,0,0,4.416669999999993,3.0,0.0,0,0,0,18,1,2.0,0.0
462,1,0,51.25,5.3,191.7017,0,0,1,108,1,2.0,1.0
463,0,0,25.91667,2.6,0.0,0,0,3,36,1,11.0,0.0
464,1,0,27.91667,2.52,188.1858,0,0,1,12,1,0.0,0.0
465,0,0,23.83333,2.2,0.0,0,0,0,31,1,0.0,0.0
466,1,0,29.0,2.5,615.7145005,0,0,0,12,1,14.0,0.0
467,1,0,33.5,3.5,276.9842,0,0,0,4,1,13.0,0.0
468,0,0,30.83333,4.35,0.0,0,0,0,28,1,5.0,0.0
469,0,0,38.75,1.6,0.0,0,0,0,51,1,1.0,0.0
470,1,0,32.16667,2.0,38.365,0,0,2,24,1,4.0,1.0
471,1,0,43.33333,4.8,615.7145005,1,0,0,3,1,4.0,0.0
472,1,0,29.83333,3.0,45.87583,1,0,2,28,1,4.0,1.0
473,1,0,60.41667000000001,1.638,64.07417,1,0,0,162,1,1.0,1.0
474,0,0,35.5,2.9,0.0,0,0,1,102,1,21.0,0.0
475,1,0,21.5,2.3779,35.16667,0,0,0,7,1,5.0,1.0
476,1,0,38.25,2.3,129.4167,1,0,0,3,1,3.0,1.0
477,1,0,39.58333,6.634375,615.7145005,1,0,3,43,1,13.0,0.0
478,0,0,40.5,3.57,0.0,0,1,0,31,1,7.0,0.0
479,0,0,34.25,1.944,0.0,0,0,1,54,1,1.0,0.0
480,1,0,34.83333,2.75,75.63417,1,0,0,151,1,11.0,1.0
481,1,0,28.16667,3.5,3.75,1,0,1,31,1,7.0,1.0
482,1,0,47.16667,6.634375,301.2525,1,0,1,144,1,8.0,1.0
483,1,0,28.16667,2.8,224.5817,0,0,0,5,1,1.0,0.0
484,1,0,22.41667,1.95,60.58417,0,0,0,3,1,0.0,1.0
485,0,0,45.5,6.5,0.0,0,0,2,34,1,9.0,0.0
486,1,0,22.91667,2.5,498.9267,0,0,0,2,1,0.0,0.0
487,1,0,37.08333,3.0,8.333333,0,0,0,60,1,9.0,1.0
488,1,0,27.25,1.8,105.5075,1,0,2,6,1,4.0,1.0
489,1,0,39.58333,2.6,56.33333,1,0,3,70,1,9.0,1.0
490,1,0,51.83333,3.6,212.4783,1,0,1,125,1,13.0,1.0
491,1,0,23.66667,2.3,14.33167,0,0,2,14,1,0.0,1.0
492,0,0,21.5,1.78,0.0,0,0,0,5,1,1.0,0.0
493,1,0,21.91667,3.86,0.0,1,1,0,18,1,8.0,1.0
494,1,0,45.58333,4.9,58.93083,1,0,2,159,1,4.0,1.0
495,0,0,39.91667,3.6,0.0,0,0,0,14,1,0.0,0.0
496,1,0,42.25,3.235,66.26417,1,0,2,36,1,3.0,1.0
497,0,0,27.5,1.85,0.0,0,0,0,24,1,12.0,0.0
498,1,0,25.75,1.85,91.96417,1,0,0,24,1,9.0,1.0
499,1,0,25.41667,1.56,215.8817,0,0,0,12,1,0.0,0.0
500,1,0,31.83333,4.075,22.98667,1,0,1,101,1,9.0,1.0
501,0,0,25.25,3.3,0.0,1,0,1,75,1,23.0,0.0
502,1,0,24.16667,2.51,240.38,0,0,0,10,1,12.0,0.0
503,1,0,28.16667,4.375,89.955,1,0,1,84,1,1.0,1.0
504,1,0,26.58333,2.35,126.6508,0,0,1,26,1,2.0,1.0
505,1,0,20.91667,4.0,140.3467,1,0,0,24,1,4.0,1.0
506,0,0,35.58333,5.1,0.0,1,0,1,63,1,8.0,0.0
507,1,0,32.16667,3.0,294.5592,1,0,2,9,1,0.0,0.0
508,1,0,28.66667,3.5,68.35917,1,0,5,42,1,12.0,1.0
509,1,0,39.75,3.5,101.4942,1,0,0,12,1,0.0,1.0
510,1,0,34.83333,5.5,615.7145005,1,0,4,12,1,0.0,0.0
511,1,0,51.75,3.8,47.7875,1,0,1,51,1,5.0,1.0
512,1,0,22.66667,1.79,50.02833,0,0,0,3,1,0.0,1.0
513,1,0,38.25,5.1,344.0067,1,0,3,126,1,17.0,1.0
514,1,0,46.25,6.634375,188.295,1,0,0,96,1,17.0,1.0
515,1,0,50.33333,6.634375,245.3517,1,0,2,12,1,0.0,1.0
516,1,0,32.08333,2.4,285.2825,1,0,0,96,1,8.0,0.0
517,1,0,30.58333,3.305,17.58333,0,0,0,19,1,12.0,1.0
518,1,0,38.83333,6.5,615.7145005,1,0,4,117,1,18.0,0.0
519,1,0,39.58333,4.81,43.74417,1,0,1,8,1,9.0,1.0
520,1,0,39.66667,3.0,55.76083,1,1,1,132,1,22.0,1.0
521,1,0,41.66667,2.7,97.5125,1,0,2,28,1,11.0,1.0
522,1,0,38.83333,5.4,58.05416,1,1,0,108,1,17.0,1.0
523,1,0,37.08333,6.634375,213.1292,1,1,3,120,1,5.0,1.0
524,1,0,27.83333,3.04,95.9975,0,0,0,13,1,0.0,1.0
525,1,0,29.5,2.08,61.19917,1,0,2,12,1,11.0,1.0
526,1,0,28.91667,1.511,0.0,0,0,0,44,1,15.0,1.0
527,0,0,31.08333,3.0,0.0,1,0,2,51,1,2.0,0.0
528,1,0,30.33333,2.6,615.7145005,1,0,0,25,1,4.0,0.0
529,1,0,37.41667,2.5,61.73583,1,0,2,120,1,4.0,1.0
530,1,0,44.58333,3.5,34.53167,1,0,1,33,1,13.0,1.0
531,1,0,25.33333,2.4,213.2925,0,0,0,5,1,10.0,0.0
532,1,0,26.83333,2.32,14.0,0,0,0,2,1,0.0,1.0
533,1,0,46.16667,2.58,164.6433,1,0,2,120,1,15.0,1.0
534,1,0,28.08333,2.1,158.6067,1,0,1,24,1,11.0,0.0
535,1,0,38.41667,2.35,133.9692,0,0,1,72,1,8.0,1.0
536,1,0,46.75,2.8,0.0,1,0,1,84,1,2.0,1.0
537,0,0,52.25,3.7,0.0,0,0,4,1,1,6.0,0.0
538,0,0,37.16667,1.68,0.0,1,0,3,120,1,8.0,0.0
539,0,0,25.33333,2.64,0.0,0,0,0,24,1,24.5,0.0
540,1,0,28.25,2.3,66.30083,1,0,1,24,1,14.0,1.0
541,1,0,35.33333,6.634375,58.50583,1,0,0,5,1,18.0,1.0
542,0,0,25.41667,4.0,0.0,0,0,0,36,1,24.5,0.0
543,1,0,28.16667,2.0,100.4167,1,0,1,38,1,8.0,1.0
544,0,0,19.0,1.97,0.0,0,0,1,24,1,2.0,0.0
545,1,0,25.41667,3.0,25.5075,0,0,2,3,1,11.0,1.0
546,1,0,26.08333,2.75,420.5808,1,0,1,6,1,11.0,0.0
547,1,0,31.25,5.0,309.91,1,0,2,12,1,12.0,1.0
548,1,0,33.66667,2.1,78.25584,0,0,4,12,1,0.0,1.0
549,1,0,27.91667,4.0,123.2225,1,0,2,2,1,0.0,1.0
550,1,0,48.33333,3.0,79.17583,1,1,0,162,1,12.0,1.0
551,1,0,36.83333,3.3,431.1433,0,0,0,3,1,0.0,0.0
552,0,0,45.41667,2.35,0.0,0,0,0,36,1,15.0,0.0
553,0,0,53.0,2.16,0.0,0,1,0,74,1,5.0,0.0
554,1,0,27.58333,3.9,134.3858,1,0,3,12,1,6.0,1.0
555,1,0,40.0,2.3115,54.96917,0,0,1,158,1,9.0,1.0
556,1,0,49.16667,1.7,0.0,0,0,1,14,1,6.0,1.0
557,1,0,40.33333,2.0,120.5592,0,0,0,24,1,4.0,1.0
558,1,0,23.83333,4.8,320.4867,0,1,0,42,1,2.0,1.0
559,1,0,34.25,3.0,615.7145005,1,0,0,72,1,3.0,0.0
560,1,0,21.41667,1.56,87.14917,0,0,0,24,1,5.0,1.0
561,1,0,39.33333,2.0,81.265,1,0,2,162,1,9.0,1.0
562,1,0,24.25,2.6,615.7145005,0,0,1,10,1,11.0,0.0
563,1,0,47.83333,4.68,134.9183,1,0,1,162,1,6.0,1.0
564,1,0,34.83333,4.0,615.7145005,0,1,0,162,1,6.0,0.0
565,1,0,52.25,1.8744,85.97833,1,0,0,162,1,4.0,1.0
566,1,0,47.5,3.1,463.1517,0,0,0,24,1,15.0,0.0
567,1,0,25.75,2.8,134.2008,0,0,0,6,1,3.0,1.0
568,1,0,24.08333,2.04,192.7208,0,0,0,109,1,5.0,0.0
569,1,0,24.5,2.1,562.3592,0,0,0,28,1,5.0,0.0
570,1,0,22.33333,2.0,274.9467,0,0,0,13,1,7.0,0.0
571,1,0,33.16667,5.6,398.0475,1,0,4,84,1,4.0,0.0
572,1,0,38.91667,3.0,124.4758,1,0,1,84,1,11.0,1.0
573,1,0,22.16667,2.4,163.4175,0,0,0,23,1,0.0,1.0
574,1,0,23.33333,1.85,93.31,0,0,0,4,1,1.0,1.0
575,1,0,24.08333,2.9,113.2492,1,0,0,60,1,3.0,1.0
576,0,0,26.66667,2.0,0.0,0,1,1,63,1,2.0,0.0
577,1,0,52.41667,1.89,37.42916,0,0,0,162,1,6.0,1.0
578,1,0,20.25,2.0,341.245,0,0,0,24,1,7.0,0.0
579,1,0,25.41667,1.6417,508.2908,0,0,0,19,1,9.0,0.0
580,0,0,22.75,2.34,0.0,0,0,0,61,1,6.0,0.0
581,1,0,24.41667,1.9,432.3592,0,0,0,19,1,6.0,0.0
582,1,0,21.5,1.53,46.29167,1,0,0,22,1,11.0,1.0
583,1,0,22.41667,3.9946,253.6292,0,0,0,162,1,2.0,1.0
584,1,0,46.33333,1.6,61.7425,0,0,0,162,1,11.0,1.0
585,1,0,19.41667,1.8,125.8917,0,0,0,3,1,0.0,0.0
586,1,0,29.83333,3.7,615.7145005,0,0,0,24,1,7.0,0.0
587,1,0,28.91667,2.1,15.58333,0,0,0,28,1,5.0,1.0
588,1,0,26.66667,2.0,51.75,0,0,1,6,1,1.0,1.0
589,0,0,44.83333,2.6,0.0,1,0,0,48,1,1.0,0.0
590,1,0,27.0,2.675,77.28667,1,0,0,135,1,0.0,1.0
591,0,0,30.16667,4.16,0.0,1,1,2,37,1,15.0,0.0
592,1,0,24.83333,2.1,240.4842,0,0,1,24,1,5.0,0.0
593,1,0,28.0,2.4,67.39833,0,0,1,24,1,4.0,1.0
594,1,0,39.16667,3.12,69.27333,1,1,2,66,1,5.0,1.0
595,1,0,31.41667,3.0,172.5717,1,0,1,24,1,13.0,1.0
596,1,0,40.41667,3.115,199.0042,1,0,1,60,1,11.0,1.0
597,0,0,23.16667,1.6213,0.0,0,0,1,144,1,4.0,0.0
598,1,0,43.58333,4.3681,160.4792,1,0,2,110,1,10.0,1.0
599,0,0,25.16667,2.534,0.0,0,0,0,14,1,3.0,0.0
600,0,0,40.58333,3.1,0.0,1,0,1,66,1,5.0,0.0
601,0,0,32.08333,2.7161,0.0,0,0,1,60,1,10.0,0.0
602,1,0,42.16667,4.04,44.41333,0,0,0,5,1,6.0,1.0
603,1,0,47.33333,2.7495,492.2558,0,0,0,156,1,11.0,0.0
604,1,0,27.83333,3.0,401.93,0,0,1,24,1,2.0,0.0
605,1,0,30.66667,3.15,179.1783,1,0,1,19,1,9.0,1.0
606,0,0,38.5,5.97,0.0,1,0,1,3,1,19.0,0.0
607,1,0,31.0,2.6,182.1675,0,0,0,5,1,0.0,0.0
608,0,0,47.91667,6.634375,0.0,1,0,3,6,1,0.0,0.0
609,1,0,21.91667,1.95,61.9525,0,0,0,40,1,4.0,1.0
610,1,0,36.75,3.0,80.82584,1,0,3,134,1,4.0,1.0
611,1,0,23.5,2.8,8.333333,1,0,0,12,1,3.0,1.0
612,1,0,25.33333,4.55,169.0575,1,0,1,42,1,10.0,1.0
613,1,0,21.25,1.99,57.98083,0,0,2,8,1,5.0,1.0
614,1,0,48.91667,4.5,203.1333,0,0,2,17,1,0.0,1.0
615,0,0,35.58333,4.0,0.0,0,0,2,70,1,1.0,0.0
616,1,0,39.08333,3.5,181.015,1,0,1,42,1,0.0,1.0
617,0,0,27.66667,2.15,0.0,0,0,0,97,1,1.0,0.0
618,0,0,23.25,1.62,0.0,0,0,0,32,1,7.0,0.0
619,1,0,31.16667,3.5,483.0608,0,0,1,14,1,0.0,0.0
620,1,0,26.83333,2.9,15.94083,1,1,1,26,1,3.0,1.0
621,1,0,39.25,3.4064,180.655,0,1,1,120,1,7.0,1.0
622,1,0,24.83333,4.0,4.583333,0,1,2,48,1,4.0,1.0
623,1,0,27.16667,2.6,615.7145005,0,0,0,4,1,7.0,0.0
624,1,0,24.66667,2.0676,356.7817,0,0,0,4,1,17.0,0.0
625,1,0,44.66667,2.4,0.0,0,0,0,36,1,11.0,1.0
626,1,0,25.16667,3.42,24.575,0,0,0,3,1,0.0,1.0
627,1,0,21.91667,6.634375,302.2467,0,0,0,8,1,6.0,1.0
628,1,0,40.41667,5.43,33.215,0,0,0,14,1,11.0,1.0
629,1,0,24.08333,1.62,13.68583,0,0,0,12,1,4.0,1.0
630,1,0,31.83333,2.4192,116.3525,0,0,0,24,1,7.0,1.0
631,1,0,24.66667,3.4,144.3975,0,0,0,12,1,8.0,1.0
632,1,0,47.41667,3.6,113.75,1,1,2,120,1,12.0,1.0
633,1,0,27.16667,2.5,184.9433,0,0,0,12,1,8.0,0.0
634,1,0,49.58333,1.75,15.3325,1,0,1,38,1,3.0,1.0
635,1,0,32.0,2.5,113.1808,0,0,0,8,1,5.0,1.0
636,1,0,35.0,4.5,37.58333,1,0,3,144,1,3.0,1.0
637,0,0,26.16667,2.466,0.0,1,0,0,14,1,20.0,0.0
638,1,0,20.66667,2.7,156.9,0,0,1,38,1,10.0,1.0
639,0,0,34.25,2.4,0.0,0,0,0,27,1,2.0,0.0
640,1,0,49.83333,6.634375,349.2017,1,0,3,160,1,0.0,1.0
641,1,0,40.75,4.8,615.1208,1,0,3,122,1,17.0,0.0
642,1,0,20.83333,1.92,208.0833,0,0,0,84,1,6.0,0.0
643,1,0,40.33333,2.8,88.73917,0,0,3,19,1,0.0,1.0
644,1,0,25.08333,1.6949,34.52083,0,0,0,3,1,16.0,1.0
645,1,0,29.33333,3.5,366.745,0,0,0,19,1,0.0,0.0
646,1,0,40.5,2.25,44.0,0,0,0,86,1,10.0,1.0
647,0,0,30.75,2.315,0.0,0,0,1,17,1,8.0,0.0
648,1,0,30.66667,4.0,299.8858,1,0,1,37,1,6.0,0.0
649,1,0,40.0,4.5,359.1225,0,0,5,2,1,0.0,0.0
650,1,0,23.0,3.1782,246.5708,0,0,0,17,1,3.0,0.0
651,1,0,23.08333,3.0,63.99166,0,0,0,3,1,0.0,1.0
652,1,0,31.33333,3.0,51.645,1,0,2,44,1,12.0,1.0
653,0,0,24.58333,2.0,0.0,0,0,0,7,1,6.0,0.0
654,1,0,36.5,3.5,615.7145005,1,0,0,95,1,17.0,0.0
655,1,0,4.416669999999993,4.0,242.1283,1,0,3,24,1,4.0,1.0
656,0,0,28.83333,2.58,0.0,1,0,0,41,1,11.0,0.0
657,1,0,45.58333,6.634375,200.4933,1,1,1,24,1,6.0,1.0
658,1,0,4.416669999999993,3.7,32.46416,0,0,0,162,1,5.0,1.0
659,0,0,23.25,1.434,0.0,1,0,0,12,1,6.0,0.0
660,1,0,38.91667,3.68,59.61917,1,0,3,44,1,11.0,1.0
661,0,0,23.83333,2.55,0.0,1,0,2,24,1,0.0,0.0
662,0,0,37.25,3.5,0.0,1,0,2,15,1,9.0,0.0
663,1,0,28.25,2.3,315.2017,1,0,1,13,1,4.0,0.0
664,1,0,26.25,3.1894,258.2908,0,0,0,10,1,11.0,0.0
665,1,0,26.5,2.35,0.0,0,0,0,36,1,11.0,1.0
666,0,0,25.83333,1.97,0.0,0,0,0,7,1,6.0,0.0
667,1,0,41.25,3.6,457.4875,1,0,3,68,1,10.0,0.0
668,0,0,38.58333,3.2,0.0,0,0,2,14,1,6.0,0.0
669,1,0,34.75,2.0,4.583333,1,0,2,38,1,6.0,1.0
670,1,0,31.5,2.85,615.7145005,1,0,2,30,1,11.0,0.0
671,1,0,24.0,3.095,180.1775,1,0,1,12,1,23.0,1.0
672,1,0,25.16667,1.5,111.8392,1,0,1,14,1,19.0,0.0
673,1,0,57.08333,4.8,613.6425,1,0,0,138,1,4.0,0.0
674,1,0,23.83333,2.6,333.6117,0,0,0,6,1,0.0,0.0
675,1,0,23.16667,2.85,207.7133,1,0,1,50,1,8.0,0.0
676,1,0,28.16667,3.35,199.3692,1,0,0,18,1,2.0,1.0
677,1,0,32.58333,1.8142,81.435,1,0,0,9,1,22.0,1.0
678,1,0,34.83333,3.6,116.315,1,1,4,48,1,8.0,1.0
679,0,0,31.08333,1.515,0.0,0,0,2,20,1,0.0,0.0
680,1,0,24.83333,2.4,530.18,0,0,1,24,1,13.0,0.0
681,0,0,38.66667,3.0,0.0,0,0,0,36,1,2.0,0.0
682,0,0,36.91667,3.5,0.0,1,0,2,60,1,7.0,0.0
683,1,0,29.75,3.0,116.4492,1,0,1,12,1,8.0,1.0
684,1,0,34.75,2.34,357.5908,1,0,0,108,1,11.0,0.0
685,1,0,25.08333,2.1,214.86,0,0,0,26,1,17.0,0.0
686,1,0,22.16667,1.6,200.5867,1,0,0,27,1,3.0,0.0
687,1,0,26.66667,2.216,56.46333,0,0,0,10,1,2.0,1.0
688,1,0,32.0,3.65,17.66667,1,0,2,20,1,17.0,1.0
689,0,0,39.33333,3.2,0.0,0,0,0,88,1,7.0,0.0
690,0,0,30.91667,2.6,0.0,0,0,0,5,1,0.0,0.0
691,1,0,60.08333,6.1,479.4367,1,0,1,162,1,14.0,0.0
692,0,0,36.41667,3.0,0.0,0,0,0,74,1,16.0,0.0
693,1,0,36.91667,4.5,308.925,1,0,0,60,1,16.0,1.0
694,1,0,28.83333,2.184,144.6417,1,0,0,5,1,14.0,1.0
695,0,0,60.41667000000001,3.25,0.0,1,0,3,162,1,13.0,0.0
696,1,0,35.16667,2.2,244.6533,1,0,1,13,1,9.0,0.0
697,1,0,60.41667000000001,2.8065,38.83333,1,0,0,162,1,10.0,1.0
698,1,0,28.41667,2.4304,462.6558,1,0,2,29,1,17.0,0.0
699,1,0,55.16667,6.634375,214.9342,1,0,1,162,1,13.0,1.0
700,0,0,38.33333,4.0,0.0,1,1,3,40,1,7.0,0.0
701,0,0,37.83333,5.16,0.0,1,1,0,86,1,1.0,0.0
702,1,0,39.66667,5.1,244.4233,1,0,3,132,1,15.0,1.0
703,1,0,44.58333,4.2,135.1842,1,0,2,150,1,2.0,1.0
704,1,0,30.75,5.6,185.7383,1,0,0,1,1,8.0,1.0
705,1,0,23.41667,1.86,413.5975,0,0,0,3,1,4.0,0.0
706,0,0,27.41667,1.64,0.0,0,0,0,104,1,0.0,0.0
707,1,0,51.91667,6.634375,14.66667,0,0,0,38,1,5.0,1.0
708,1,0,22.83333,1.8468,16.91333,0,0,0,48,1,4.0,1.0
709,0,0,22.5,1.8,0.0,0,0,2,4,1,0.0,0.0
710,0,0,36.83333,3.0,0.0,1,0,1,12,1,16.0,0.0
711,1,0,36.41667,2.2,20.33333,1,0,0,77,1,0.0,1.0
712,0,0,22.75,1.8,0.0,0,0,0,6,1,2.0,0.0
713,1,0,32.0,2.6,5.583333,0,0,0,84,1,21.0,1.0
714,0,0,27.08333,2.0,0.0,0,0,0,24,1,4.0,0.0
715,1,0,38.33333,5.0,238.365,1,0,3,9,1,0.0,1.0
716,1,0,28.66667,4.22,300.9942,1,0,1,22,1,3.0,0.0
717,1,0,38.16667,4.0188,552.3417,0,0,3,102,1,3.0,0.0
718,1,0,26.08333,3.0,113.5892,0,0,0,28,1,8.0,1.0
719,1,0,22.0,3.1532,99.91666,0,0,0,14,1,3.0,1.0
720,1,0,23.5,2.8,147.3333,0,0,0,64,1,8.0,1.0
721,1,0,29.58333,2.86,480.3233,0,0,0,47,1,1.0,0.0
722,1,0,23.08333,2.04,304.895,0,0,0,12,1,9.0,0.0
723,1,0,33.83333,3.5,63.45667,1,0,0,12,1,8.0,1.0
724,1,0,60.41667000000001,6.634375,149.7,1,0,1,162,1,8.0,1.0
725,0,0,23.5,2.5,0.0,0,0,0,36,1,0.0,0.0
726,1,0,23.83333,3.3,166.0592,0,0,0,2,1,5.0,1.0
727,1,0,36.91667,2.2,148.19,0,0,1,8,1,4.0,1.0
728,1,0,38.25,3.2,121.2208,1,0,1,84,1,12.0,1.0
729,1,0,22.0,4.0,160.0283,1,0,0,27,1,4.0,1.0
730,1,0,38.5,5.5689,201.4825,0,0,3,30,1,7.0,1.0
731,1,0,36.58333,6.634375,59.11917,1,0,3,18,1,5.0,1.0
732,0,0,26.25,2.3,0.0,0,0,0,66,1,3.0,0.0
733,1,0,21.5,5.5,356.8792,0,0,0,50,1,0.0,1.0
734,1,0,41.41667,2.5,159.1958,0,1,2,131,1,3.0,1.0
735,0,0,40.83333,2.5,0.0,1,0,1,96,1,8.0,0.0
736,1,0,25.16667,6.634375,112.8783,1,0,2,18,1,0.0,1.0
737,1,0,23.5,1.83,108.9775,0,0,1,12,1,10.0,1.0
738,1,0,27.25,2.9,91.6875,0,0,0,9,1,3.0,1.0
739,0,0,38.75,4.7,0.0,1,0,3,36,1,8.0,0.0
740,0,0,23.08333,1.725,0.0,0,0,0,162,1,5.0,0.0
